state,county,"2020","2021","2022","2023"
 Ohio,Ashland County,"52,470","52,183","52,024","52,190"
 Ohio,Ashtabula County,"97,495","97,439","96,960","96,845"
 Ohio,Athens County,"62,393","59,096","60,881","62,706"
 Ohio,Auglaize County,"46,472","46,255","45,946","46,050"
 Ohio,Belmont County,"66,292","65,899","65,495","64,918"
 Ohio,Brown County,"43,673","43,696","43,700","43,777"
 Ohio,Butler County,"390,878","387,619","389,728","393,043"
 Ohio,Carroll County,"26,702","26,700","26,686","26,758"
 Ohio,Champaign County,"38,743","38,794","38,743","38,845"
 Ohio,Clark County,"135,887","135,608","134,732","134,610"
 Ohio,Clermont County,"208,750","209,893","210,679","211,972"
 Ohio,Clinton County,"42,028","42,115","41,890","41,938"
 Ohio,Columbiana County,"101,642","101,352","100,569","100,182"
 Ohio,Coshocton County,"36,584","36,658","36,615","36,869"
 Ohio,Crawford County,"42,013","41,782","41,509","41,529"
 Ohio,Cuyahoga County,"1,262,573","1,247,496","1,236,994","1,233,088"
 Ohio,Darke County,"51,893","51,642","51,526","51,415"
 Ohio,Defiance County,"38,262","38,170","38,128","38,315"
 Ohio,Delaware County,"215,166","221,282","226,526","231,636"
 Ohio,Erie County,"75,481","74,886","74,514","74,035"
 Ohio,Fairfield County,"159,448","161,209","162,956","165,360"
 Ohio,Fayette County,"28,975","28,934","28,832","28,817"
 Ohio,Franklin County,"1,324,441","1,317,346","1,321,730","1,326,063"
 Ohio,Fulton County,"42,646","42,499","42,158","42,007"
 Ohio,Gallia County,"29,233","29,224","29,030","28,986"
 Ohio,Geauga County,"95,387","95,708","95,491","95,407"
 Ohio,Greene County,"168,131","168,236","169,027","169,691"
 Ohio,Guernsey County,"38,423","38,287","38,060","38,089"
 Ohio,Hamilton County,"830,377","827,430","824,721","827,058"
 Ohio,Hancock County,"74,928","74,764","74,774","74,704"
 Ohio,Hardin County,"30,727","30,448","30,391","30,368"
 Ohio,Harrison County,"14,491","14,458","14,351","14,159"
 Ohio,Henry County,"27,668","27,560","27,526","27,520"
 Ohio,Highland County,"43,359","43,444","43,426","43,614"
 Ohio,Hocking County,"28,040","28,101","27,818","27,540"
 Ohio,Holmes County,"44,227","44,349","44,375","44,386"
 Ohio,Huron County,"58,495","58,412","58,219","58,199"
 Ohio,Jackson County,"32,662","32,539","32,611","32,606"
 Ohio,Jefferson County,"65,178","65,085","64,273","64,026"
 Ohio,Knox County,"62,803","62,543","63,196","63,320"
 Ohio,Lake County,"232,516","232,222","231,736","231,640"
 Ohio,Lawrence County,"58,137","57,408","56,572","56,118"
 Ohio,Licking County,"178,784","180,021","181,765","183,201"
 Ohio,Logan County,"46,116","46,158","46,062","46,057"
 Ohio,Lorain County,"313,498","314,216","316,031","317,910"
 Ohio,Lucas County,"430,859","429,482","426,719","425,484"
 Ohio,Madison County,"43,849","44,428","43,581","44,602"
 Ohio,Mahoning County,"228,009","226,529","225,922","225,596"
 Ohio,Marion County,"65,388","65,310","64,609","64,851"
 Ohio,Medina County,"182,646","183,394","183,489","184,042"
 Ohio,Meigs County,"22,159","22,078","21,961","21,767"
 Ohio,Mercer County,"42,542","42,392","42,424","42,439"
 Ohio,Miami County,"108,959","109,411","110,213","110,876"
 Ohio,Monroe County,"13,350","13,331","13,215","13,153"
 Ohio,Montgomery County,"537,119","536,155","533,474","533,796"
 Ohio,Morgan County,"13,762","13,703","13,669","13,646"
 Ohio,Morrow County,"34,980","35,205","35,336","35,595"
 Ohio,Muskingum County,"86,468","86,577","86,114","86,305"
 Ohio,Noble County,"14,090","14,309","14,325","14,311"
 Ohio,Ottawa County,"40,296","40,166","39,968","39,803"
 Ohio,Paulding County,"18,811","18,902","18,762","18,706"
 Ohio,Perry County,"35,446","35,464","35,471","35,551"
 Ohio,Pickaway County,"58,656","58,765","60,007","61,086"
 Ohio,Pike County,"27,072","27,094","27,012","27,001"
 Ohio,Portage County,"161,853","159,076","161,742","162,665"
 Ohio,Preble County,"41,007","40,871","40,574","40,556"
 Ohio,Putnam County,"34,385","34,341","34,330","34,199"
 Ohio,Richland County,"124,966","125,341","125,261","125,064"
 Ohio,Ross County,"77,049","76,500","76,508","76,501"
 Ohio,Sandusky County,"58,856","58,741","58,567","58,709"
 Ohio,Scioto County,"73,848","72,989","72,189","71,969"
 Ohio,Seneca County,"55,054","54,864","54,534","54,527"
 Ohio,Shelby County,"48,146","48,023","47,684","47,765"
 Ohio,Stark County,"374,522","373,792","372,785","372,716"
 Ohio,Summit County,"539,821","537,436","535,769","535,733"
 Ohio,Trumbull County,"201,681","201,572","200,726","200,373"
 Ohio,Tuscarawas County,"93,193","92,618","91,971","91,874"
 Ohio,Union County,"63,085","65,106","66,876","69,637"
 Ohio,Van Wert County,"28,916","28,784","28,804","28,704"
 Ohio,Vinton County,"12,801","12,703","12,577","12,474"
 Ohio,Warren County,"243,228","246,828","249,735","252,148"
 Ohio,Washington County,"59,647","59,486","58,868","58,577"
 Ohio,Wayne County,"116,923","116,175","116,552","116,510"
 Ohio,Williams County,"37,078","36,763","36,648","36,591"
 Ohio,Wood County,"132,256","130,310","131,642","132,650"
 Ohio,Wyandot County,"21,864","21,689","21,552","21,457"
 Oklahoma,Adair County,"19,456","19,442","19,516","19,627"
 Oklahoma,Alfalfa County,"5,711","5,695","5,689","5,673"
 Oklahoma,Atoka County,"14,165","14,294","14,327","14,525"
 Oklahoma,Beaver County,"5,030","4,994","5,019","5,018"
 Oklahoma,Beckham County,"22,334","22,032","21,976","22,042"
 Oklahoma,Blaine County,"8,701","8,547","8,445","8,539"
 Oklahoma,Bryan County,"46,330","47,126","48,038","48,967"
 Oklahoma,Caddo County,"26,909","26,461","26,237","26,214"
 Oklahoma,Canadian County,"155,434","161,999","169,254","175,829"
 Oklahoma,Carter County,"48,042","48,254","48,336","48,596"
 Oklahoma,Cherokee County,"47,096","47,659","48,074","48,185"
 Oklahoma,Choctaw County,"14,205","14,363","14,407","14,276"
 Oklahoma,Cimarron County,"2,289","2,247","2,233","2,191"
 Oklahoma,Cleveland County,"296,236","298,110","299,484","301,193"
 Oklahoma,Coal County,"5,279","5,304","5,291","5,266"
 Oklahoma,Comanche County,"121,125","122,324","122,225","121,574"
 Oklahoma,Cotton County,"5,535","5,442","5,449","5,427"
 Oklahoma,Craig County,"14,141","14,201","14,176","14,494"
 Oklahoma,Creek County,"71,841","72,224","72,686","73,332"
 Oklahoma,Custer County,"28,449","28,175","28,039","28,266"
 Oklahoma,Delaware County,"40,392","40,970","41,480","41,703"
 Oklahoma,Dewey County,"4,475","4,418","4,404","4,286"
 Oklahoma,Ellis County,"3,739","3,733","3,683","3,648"
 Oklahoma,Garfield County,"62,691","61,964","61,951","62,023"
 Oklahoma,Garvin County,"25,647","25,770","25,771","25,865"
 Oklahoma,Grady County,"54,881","55,595","56,648","57,375"
 Oklahoma,Grant County,"4,180","4,145","4,122","4,083"
 Oklahoma,Greer County,"5,492","5,480","5,546","5,466"
 Oklahoma,Harmon County,"2,476","2,403","2,416","2,392"
 Oklahoma,Harper County,"3,252","3,177","3,165","3,190"
 Oklahoma,Haskell County,"11,550","11,615","11,667","11,832"
 Oklahoma,Hughes County,"13,346","13,401","13,434","13,436"
 Oklahoma,Jackson County,"24,747","24,744","24,659","24,669"
 Oklahoma,Jefferson County,"5,322","5,390","5,408","5,347"
 Oklahoma,Johnston County,"10,249","10,332","10,346","10,216"
 Oklahoma,Kay County,"43,599","43,715","43,738","43,641"
 Oklahoma,Kingfisher County,"15,178","15,223","15,228","15,481"
 Oklahoma,Kiowa County,"8,501","8,404","8,480","8,398"
 Oklahoma,Latimer County,"9,479","9,454","9,556","9,526"
 Oklahoma,Le Flore County,"48,197","48,603","49,002","49,596"
 Oklahoma,Lincoln County,"33,498","33,846","34,134","34,562"
 Oklahoma,Logan County,"49,736","50,900","51,924","53,029"
 Oklahoma,Love County,"10,158","10,237","10,174","10,296"
 Oklahoma,McClain County,"41,914","43,535","45,410","47,072"
 Oklahoma,McCurtain County,"30,852","30,824","30,773","30,660"
 Oklahoma,McIntosh County,"18,950","19,249","19,403","19,603"
 Oklahoma,Major County,"7,746","7,636","7,536","7,581"
 Oklahoma,Marshall County,"15,340","15,552","15,921","15,970"
 Oklahoma,Mayes County,"39,059","39,259","39,570","39,889"
 Oklahoma,Murray County,"13,876","13,716","13,681","13,754"
 Oklahoma,Muskogee County,"66,246","66,267","66,307","66,677"
 Oklahoma,Noble County,"10,927","10,941","10,845","10,832"
 Oklahoma,Nowata County,"9,320","9,352","9,413","9,438"
 Oklahoma,Okfuskee County,"11,268","11,222","11,227","11,300"
 Oklahoma,Oklahoma County,"798,241","799,845","803,103","808,866"
 Oklahoma,Okmulgee County,"36,693","36,848","37,011","37,035"
 Oklahoma,Osage County,"45,787","45,882","45,852","46,130"
 Oklahoma,Ottawa County,"30,222","30,380","30,329","30,287"
 Oklahoma,Pawnee County,"15,557","15,707","15,681","15,864"
 Oklahoma,Payne County,"81,648","82,163","82,701","83,352"
 Oklahoma,Pittsburg County,"43,788","43,630","43,476","43,479"
 Oklahoma,Pontotoc County,"38,095","38,184","38,032","38,396"
 Oklahoma,Pottawatomie County,"72,559","73,045","73,351","73,791"
 Oklahoma,Pushmataha County,"10,792","10,767","10,709","10,800"
 Oklahoma,Roger Mills County,"3,429","3,365","3,337","3,295"
 Oklahoma,Rogers County,"95,386","96,871","99,060","100,248"
 Oklahoma,Seminole County,"23,517","23,542","23,464","23,565"
 Oklahoma,Sequoyah County,"39,257","39,494","39,801","40,291"
 Oklahoma,Stephens County,"42,822","43,110","43,616","44,014"
 Oklahoma,Texas County,"21,289","20,849","20,505","20,371"
 Oklahoma,Tillman County,"6,947","7,040","6,971","6,869"
 Oklahoma,Tulsa County,"670,702","674,051","677,061","682,868"
 Oklahoma,Wagoner County,"81,384","84,230","86,697","89,280"
 Oklahoma,Washington County,"52,615","52,903","53,238","53,706"
 Oklahoma,Washita County,"10,903","10,899","10,736","10,736"
 Oklahoma,Woods County,"8,598","8,623","8,602","8,564"
 Oklahoma,Woodward County,"20,412","20,241","20,015","19,947"
 Oregon,Baker County,"16,731","16,880","16,937","16,912"
 Oregon,Benton County,"95,214","96,321","97,661","97,713"
 Oregon,Clackamas County,"422,468","423,804","423,118","423,173"
 Oregon,Clatsop County,"41,162","41,932","41,652","41,102"
 Oregon,Columbia County,"52,724","53,202","53,607","53,880"
 Oregon,Coos County,"64,979","65,126","64,923","64,212"
 Oregon,Crook County,"24,929","25,762","26,377","26,952"
 Oregon,Curry County,"23,519","23,719","23,613","23,296"
 Oregon,Deschutes County,"199,464","205,283","206,483","208,513"
 Oregon,Douglas County,"111,295","112,149","112,290","112,435"
 Oregon,Gilliam County,"2,016","2,013","2,008","2,026"
 Oregon,Grant County,"7,240","7,288","7,225","7,215"
 Oregon,Harney County,"7,507","7,602","7,532","7,440"
 Oregon,Hood River County,"23,962","24,086","24,035","23,745"
 Oregon,Jackson County,"223,620","224,353","221,669","220,768"
 Oregon,Jefferson County,"24,581","25,105","25,324","25,454"
 Oregon,Josephine County,"88,238","88,637","87,800","87,821"
 Oregon,Klamath County,"69,553","70,246","70,190","70,003"
 Oregon,Lake County,"8,172","8,290","8,373","8,293"
 Oregon,Lane County,"383,308","384,121","382,181","381,181"
 Oregon,Lincoln County,"50,510","51,013","50,752","50,821"
 Oregon,Linn County,"128,981","130,120","130,622","131,496"
 Oregon,Malheur County,"31,642","31,677","31,858","32,044"
 Oregon,Marion County,"346,350","347,851","346,719","346,741"
 Oregon,Morrow County,"12,221","12,359","12,292","12,302"
 Oregon,Multnomah County,"816,514","805,319","794,563","789,698"
 Oregon,Polk County,"87,956","89,373","89,593","89,805"
 Oregon,Sherman County,"1,871","1,907","1,947","1,951"
 Oregon,Tillamook County,"27,461","27,808","27,521","27,417"
 Oregon,Umatilla County,"80,108","80,153","80,261","80,053"
 Oregon,Union County,"26,173","26,288","26,165","25,944"
 Oregon,Wallowa County,"7,406","7,558","7,650","7,674"
 Oregon,Wasco County,"26,640","26,739","26,555","26,333"
 Oregon,Washington County,"601,130","602,453","600,086","598,865"
 Oregon,Wheeler County,"1,454","1,447","1,435","1,436"
 Oregon,Yamhill County,"107,945","108,481","108,362","108,644"
 Pennsylvania,Adams County,"103,798","105,686","105,959","106,748"
 Pennsylvania,Allegheny County,"1,249,565","1,245,220","1,232,605","1,224,825"
 Pennsylvania,Armstrong County,"65,470","65,212","64,704","64,074"
 Pennsylvania,Beaver County,"167,873","166,967","165,737","165,631"
 Pennsylvania,Bedford County,"47,568","47,487","47,421","47,350"
 Pennsylvania,Berks County,"428,671","429,635","431,573","432,821"
 Pennsylvania,Blair County,"122,666","122,150","120,734","120,273"
 Pennsylvania,Bradford County,"59,968","60,137","59,854","59,695"
 Pennsylvania,Bucks County,"646,173","647,397","645,557","645,984"
 Pennsylvania,Butler County,"194,077","196,759","197,368","198,413"
 Pennsylvania,Cambria County,"133,211","132,237","131,429","130,668"
 Pennsylvania,Cameron County,"4,527","4,458","4,406","4,380"
 Pennsylvania,Carbon County,"64,752","65,522","65,493","65,458"
 Pennsylvania,Centre County,"157,979","157,984","157,533","157,795"
 Pennsylvania,Chester County,"534,830","540,939","546,638","549,784"
 Pennsylvania,Clarion County,"37,199","37,594","37,227","36,970"
 Pennsylvania,Clearfield County,"80,432","78,335","77,824","77,090"
 Pennsylvania,Clinton County,"37,370","38,015","37,776","37,607"
 Pennsylvania,Columbia County,"64,686","64,981","65,289","65,439"
 Pennsylvania,Crawford County,"83,807","83,209","82,405","82,001"
 Pennsylvania,Cumberland County,"260,258","265,537","268,532","270,738"
 Pennsylvania,Dauphin County,"286,710","288,252","288,687","289,234"
 Pennsylvania,Delaware County,"576,356","576,892","575,873","576,720"
 Pennsylvania,Elk County,"30,946","30,796","30,467","30,198"
 Pennsylvania,Erie County,"270,578","269,257","268,840","267,571"
 Pennsylvania,Fayette County,"128,588","127,122","125,368","123,915"
 Pennsylvania,Forest County,"6,958","6,890","6,603","6,449"
 Pennsylvania,Franklin County,"155,949","156,573","156,951","157,854"
 Pennsylvania,Fulton County,"14,579","14,551","14,554","14,468"
 Pennsylvania,Greene County,"35,868","35,284","34,529","34,357"
 Pennsylvania,Huntingdon County,"44,049","43,958","43,297","43,514"
 Pennsylvania,Indiana County,"83,151","83,201","83,064","83,094"
 Pennsylvania,Jefferson County,"44,487","44,120","43,731","43,612"
 Pennsylvania,Juniata County,"23,484","23,355","23,281","23,243"
 Pennsylvania,Lackawanna County,"215,539","216,043","215,750","216,123"
 Pennsylvania,Lancaster County,"552,821","556,292","556,660","558,589"
 Pennsylvania,Lawrence County,"85,970","85,554","84,812","84,472"
 Pennsylvania,Lebanon County,"143,278","143,759","143,902","144,252"
 Pennsylvania,Lehigh County,"374,501","375,889","376,274","377,754"
 Pennsylvania,Luzerne County,"325,217","325,942","326,496","327,388"
 Pennsylvania,Lycoming County,"114,125","113,561","113,034","112,724"
 Pennsylvania,McKean County,"40,399","40,317","39,819","39,519"
 Pennsylvania,Mercer County,"110,550","109,958","109,137","108,503"
 Pennsylvania,Mifflin County,"46,137","46,171","45,984","45,922"
 Pennsylvania,Monroe County,"168,314","168,676","167,451","166,053"
 Pennsylvania,Montgomery County,"856,998","864,249","865,044","868,742"
 Pennsylvania,Montour County,"18,131","18,089","18,054","17,860"
 Pennsylvania,Northampton County,"312,784","318,157","317,900","319,091"
 Pennsylvania,Northumberland County,"91,545","90,989","90,123","90,120"
 Pennsylvania,Perry County,"45,825","45,943","46,113","46,083"
 Pennsylvania,Philadelphia County,"1,600,684","1,589,623","1,566,836","1,550,542"
 Pennsylvania,Pike County,"58,574","59,997","60,576","61,247"
 Pennsylvania,Potter County,"16,383","16,311","16,206","15,999"
 Pennsylvania,Schuylkill County,"142,963","143,157","143,188","143,786"
 Pennsylvania,Snyder County,"39,733","39,734","39,506","39,717"
 Pennsylvania,Somerset County,"74,019","72,989","72,629","72,197"
 Pennsylvania,Sullivan County,"5,828","5,859","5,845","5,834"
 Pennsylvania,Susquehanna County,"38,346","38,417","38,139","38,109"
 Pennsylvania,Tioga County,"41,025","41,308","40,967","40,840"
